number,opened_at,priority,state,assignment_group,assignee,cmdb_ci_class,short_description,ttc_hours,closed_at,sla_breach
INC109317,2025-02-18,4 - Low,In Progress,Network,user516,cmdb_ci_db_instance,Slow database performance,4.3450149099178486,2025-02-18 04:20:42.053675704,0
INC109318,2025-10-24,2 - High,In Progress,HR Tech,user272,cmdb_ci_app,User cannot access ServiceNow,14.921161543060608,2025-10-24 14:55:16.181555018,1
INC109319,2025-03-18,3 - Moderate,In Progress,Security,user370,cmdb_ci_app,Slow database performance,5.420752903016833,2025-03-18 05:25:14.710450860,0
INC109320,2025-05-07,1 - Critical,In Progress,Security,user537,cmdb_ci_network,Application error 500,1.6386736055036004,,0
INC109321,2025-07-16,3 - Moderate,New,Security,user393,cmdb_ci_db_instance,User cannot access ServiceNow,9.976496193601896,2025-07-16 09:58:35.386296966,0
INC109322,2025-08-09,3 - Moderate,Resolved,Security,user199,cmdb_ci_app,Laptop will not boot,5.656384433288488,2025-08-09 05:39:22.983959838,0
INC109323,2025-04-01,3 - Moderate,On Hold,App Dev,user053,cmdb_ci_db_instance,Email down,19.481879903667394,2025-04-01 19:28:54.767653202,0
INC109324,2025-01-08,3 - Moderate,In Progress,Network,user551,cmdb_ci_app,Email down,11.105913285166842,2025-01-08 11:06:21.287826600,0
INC109325,2025-02-01,3 - Moderate,In Progress,IT Support,user515,cmdb_ci_app,Slow database performance,18.868118105473663,2025-02-01 18:52:05.225179705,0
INC109326,2025-09-26,3 - Moderate,In Progress,App Dev,user515,cmdb_ci_server,User cannot access ServiceNow,12.574988027638916,,0
INC109327,2025-07-10,1 - Critical,In Progress,HR Tech,user327,cmdb_ci_server,Slow database performance,15.18236198648852,2025-07-10 15:10:56.503151358,1
INC109328,2025-06-12,3 - Moderate,On Hold,App Dev,user023,cmdb_ci_app,Email down,9.609949194464686,2025-06-12 09:36:35.817100072,0
INC109329,2025-03-02,4 - Low,In Progress,App Dev,user463,cmdb_ci_db_instance,Email down,13.13121101831069,2025-03-02 13:07:52.359665918,0
INC109330,2025-09-21,1 - Critical,Resolved,HR Tech,user215,cmdb_ci_network,Application error 500,3.881160331852495,2025-09-21 03:52:52.177194668,0
INC109331,2025-10-12,3 - Moderate,In Progress,IT Support,user042,cmdb_ci_db_instance,Email down,12.535021897047676,2025-10-12 12:32:06.078829371,0
INC109332,2025-04-05,4 - Low,In Progress,Network,user133,cmdb_ci_server,VPN unstable,2.4242334368644767,2025-04-05 02:25:27.240372712,0
INC109333,2025-02-10,3 - Moderate,Canceled,App Dev,user041,cmdb_ci_server,Email down,7.104377138297576,2025-02-10 07:06:15.757697871,0
INC109334,2025-05-29,3 - Moderate,In Progress,HR Tech,user369,cmdb_ci_app,Email down,4.774488139573728,2025-05-29 04:46:28.157302465,0
INC109335,2025-07-23,3 - Moderate,In Progress,HR Tech,user437,cmdb_ci_db_instance,Network latency issues,8.877041847493746,,0
INC109336,2025-09-24,4 - Low,Closed,IT Support,user574,cmdb_ci_db_instance,User cannot access ServiceNow,5.31551580903291,2025-09-24 05:18:55.856912518,0
INC109337,2025-01-02,4 - Low,In Progress,App Dev,user477,cmdb_ci_app,VPN unstable,2.5087721853624534,,0
INC109338,2025-06-27,2 - High,Closed,HR Tech,user339,cmdb_ci_network,Laptop will not boot,2.308371669671238,,0
INC109339,2025-07-13,3 - Moderate,In Progress,IT Support,user382,cmdb_ci_server,Password reset requested,2.7045587632556978,2025-07-13 02:42:16.411547720,0
INC109340,2025-07-15,3 - Moderate,Closed,IT Support,user408,cmdb_ci_network,Laptop will not boot,9.040466891308611,2025-07-15 09:02:25.680808711,0
INC109341,2025-09-06,2 - High,In Progress,HR Tech,user540,cmdb_ci_db_instance,VPN unstable,9.27672862698236,,0
INC109342,2025-07-31,3 - Moderate,Closed,HR Tech,user337,cmdb_ci_app,Laptop will not boot,5.301259863248498,2025-07-31 05:18:04.535507694,0
INC109343,2025-06-02,4 - Low,Resolved,App Dev,user009,cmdb_ci_app,Slow database performance,10.206823893955464,2025-06-02 10:12:24.566018239,0
INC109344,2025-06-07,4 - Low,In Progress,App Dev,user445,cmdb_ci_db_instance,Slow database performance,6.605000276524607,2025-06-07 06:36:18.000995488,0
INC109345,2025-05-19,4 - Low,Closed,Network,user437,cmdb_ci_app,Slow database performance,9.713320252528511,2025-05-19 09:42:47.952909102,0
INC109346,2025-08-09,1 - Critical,In Progress,HR Tech,user065,cmdb_ci_app,Password reset requested,7.426358944319783,2025-08-09 07:25:34.892199551,0
INC109347,2025-09-30,4 - Low,Resolved,Security,user454,cmdb_ci_server,Password reset requested,12.85590307715807,2025-09-30 12:51:21.251077769,0
INC109348,2025-06-03,3 - Moderate,Resolved,Security,user271,cmdb_ci_server,Slow database performance,3.8266805775024393,2025-06-03 03:49:36.050079008,0
INC109349,2025-09-06,2 - High,Resolved,Network,user262,cmdb_ci_server,User cannot access ServiceNow,1.3696487115718692,2025-09-06 01:22:10.735361658,0
INC109350,2025-10-06,3 - Moderate,In Progress,HR Tech,user373,cmdb_ci_network,Email down,6.653447354850517,2025-10-06 06:39:12.410477461,0
INC109351,2025-10-03,4 - Low,Closed,IT Support,user495,cmdb_ci_server,Application error 500,7.981176060989453,2025-10-03 07:58:52.233819562,0
INC109352,2025-01-02,3 - Moderate,Resolved,Security,user374,cmdb_ci_network,Laptop will not boot,3.155790302291346,2025-01-02 03:09:20.845088248,0
INC109353,2025-03-29,4 - Low,New,App Dev,user486,cmdb_ci_db_instance,Application error 500,3.630307107924992,,0
INC109354,2025-10-14,3 - Moderate,New,Security,user114,cmdb_ci_network,Network latency issues,10.906806680454062,2025-10-14 10:54:24.504049634,0
INC109355,2025-05-10,3 - Moderate,Resolved,HR Tech,user222,cmdb_ci_server,Password reset requested,11.099280057770669,2025-05-10 11:05:57.408207974,0
INC109356,2025-03-19,2 - High,Closed,Security,user570,cmdb_ci_db_instance,Laptop will not boot,6.4420505200377125,,0
INC109357,2025-09-17,1 - Critical,Resolved,Network,user348,cmdb_ci_db_instance,Password reset requested,1.8333118257975376,2025-09-17 01:49:59.922572871,0
INC109358,2025-08-29,3 - Moderate,In Progress,App Dev,user023,cmdb_ci_db_instance,Application error 500,10.625566418094394,2025-08-29 10:37:32.039105139,0
INC109359,2025-05-21,3 - Moderate,In Progress,Network,user472,cmdb_ci_db_instance,Email down,7.919544826120766,,0
INC109360,2025-08-16,3 - Moderate,Resolved,IT Support,user027,cmdb_ci_db_instance,Email down,4.848971347048694,2025-08-16 04:50:56.296849375,0
INC109361,2025-06-12,3 - Moderate,In Progress,IT Support,user506,cmdb_ci_server,Network latency issues,13.754742985093737,2025-06-12 13:45:17.074746337,0
INC109362,2025-08-24,4 - Low,In Progress,IT Support,user587,cmdb_ci_network,Password reset requested,0.7176871299001109,2025-08-24 00:43:03.673667640,0
INC109363,2025-05-08,3 - Moderate,Resolved,IT Support,user015,cmdb_ci_db_instance,User cannot access ServiceNow,7.120933038703309,2025-05-08 07:07:15.358939331,0
INC109364,2025-07-19,3 - Moderate,In Progress,HR Tech,user414,cmdb_ci_network,Email down,10.717707936788132,2025-07-19 10:43:03.748572437,0
INC109365,2025-01-31,3 - Moderate,In Progress,HR Tech,user390,cmdb_ci_db_instance,Application error 500,2.443575620738089,2025-01-31 02:26:36.872234657,0
INC109366,2025-05-18,2 - High,In Progress,HR Tech,user031,cmdb_ci_network,Network latency issues,2.2293209445915574,2025-05-18 02:13:45.555400529,0
INC109367,2025-01-21,4 - Low,On Hold,Network,user024,cmdb_ci_app,Password reset requested,20.606680029121375,2025-01-21 20:36:24.048104836,0
INC109368,2025-08-22,3 - Moderate,Resolved,Network,user069,cmdb_ci_server,VPN unstable,11.012249638424176,2025-08-22 11:00:44.098698327,0
INC109369,2025-07-21,1 - Critical,Closed,Security,user094,cmdb_ci_app,Password reset requested,17.412103115037667,2025-07-21 17:24:43.571214135,1
INC109370,2025-10-06,4 - Low,Resolved,App Dev,user560,cmdb_ci_server,Slow database performance,13.116953745366022,2025-10-06 13:07:01.033483317,0
INC109371,2025-05-11,4 - Low,New,Network,user250,cmdb_ci_server,Network latency issues,9.153744941812404,2025-05-11 09:09:13.481790524,0
INC109372,2025-05-28,4 - Low,Closed,Security,user451,cmdb_ci_db_instance,User cannot access ServiceNow,22.349340153535216,,0
INC109373,2025-01-29,3 - Moderate,Resolved,IT Support,user402,cmdb_ci_app,Network latency issues,8.485803383114108,2025-01-29 08:29:08.892179210,0
INC109374,2025-06-11,4 - Low,Closed,IT Support,user086,cmdb_ci_app,Email down,6.714716404554033,2025-06-11 06:42:52.979056394,0
INC109375,2025-03-02,2 - High,Closed,Network,user499,cmdb_ci_network,Email down,13.126642761125051,2025-03-02 13:07:35.913940050,1
INC109376,2025-05-05,3 - Moderate,On Hold,HR Tech,user028,cmdb_ci_db_instance,Network latency issues,13.90919911312942,,0
INC109377,2025-03-12,2 - High,Closed,Security,user030,cmdb_ci_app,User cannot access ServiceNow,10.061481962347065,2025-03-12 10:03:41.335064449,0
INC109378,2025-08-31,3 - Moderate,In Progress,App Dev,user002,cmdb_ci_server,Application error 500,4.844738752014812,2025-08-31 04:50:41.059507253,0
INC109379,2025-09-06,4 - Low,In Progress,Security,user457,cmdb_ci_network,Network latency issues,13.089234132735845,2025-09-06 13:05:21.242877849,0
INC109380,2025-08-09,4 - Low,New,HR Tech,user449,cmdb_ci_server,Password reset requested,4.773373594959851,2025-08-09 04:46:24.144941855,0
INC109381,2025-01-21,4 - Low,On Hold,HR Tech,user505,cmdb_ci_server,User cannot access ServiceNow,7.596499552825614,2025-01-21 07:35:47.398390172,0
INC109382,2025-03-23,3 - Moderate,Resolved,Network,user062,cmdb_ci_network,User cannot access ServiceNow,3.6185159760274113,2025-03-23 03:37:06.657513698,0
INC109383,2025-01-10,4 - Low,Canceled,HR Tech,user028,cmdb_ci_server,Application error 500,3.813275498556032,2025-01-10 03:48:47.791794801,0
INC109384,2025-01-12,3 - Moderate,Resolved,HR Tech,user288,cmdb_ci_network,Network latency issues,0.9575401851118764,2025-01-12 00:57:27.144666402,0
INC109385,2025-09-20,1 - Critical,Resolved,App Dev,user186,cmdb_ci_network,Password reset requested,6.573219891709286,2025-09-20 06:34:23.591610153,0
INC109386,2025-05-25,3 - Moderate,Closed,HR Tech,user582,cmdb_ci_db_instance,Password reset requested,9.350024327558634,,0
INC109387,2025-07-11,3 - Moderate,Resolved,IT Support,user125,cmdb_ci_network,VPN unstable,21.82209006182516,2025-07-11 21:49:19.524222570,0
INC109388,2025-09-07,2 - High,In Progress,HR Tech,user151,cmdb_ci_db_instance,User cannot access ServiceNow,4.46201405023245,2025-09-07 04:27:43.250580836,0
INC109389,2025-04-24,4 - Low,Closed,IT Support,user448,cmdb_ci_network,Email down,7.788049646896042,,0
INC109390,2025-01-26,3 - Moderate,Resolved,App Dev,user470,cmdb_ci_db_instance,Network latency issues,6.827594077974139,2025-01-26 06:49:39.338680706,0
INC109391,2025-09-28,4 - Low,Resolved,Network,user019,cmdb_ci_app,User cannot access ServiceNow,9.597855542019204,2025-09-28 09:35:52.279951269,0
INC109392,2025-02-02,3 - Moderate,Resolved,IT Support,user008,cmdb_ci_network,User cannot access ServiceNow,5.881690838642587,2025-02-02 05:52:54.087019113,0
INC109393,2025-03-03,1 - Critical,New,Network,user468,cmdb_ci_app,Slow database performance,11.151921257244853,2025-03-03 11:09:06.916526081,0
INC109394,2025-08-17,1 - Critical,In Progress,Network,user255,cmdb_ci_app,Laptop will not boot,3.42810205449415,2025-08-17 03:25:41.167396178,0
INC109395,2025-04-05,4 - Low,In Progress,IT Support,user320,cmdb_ci_network,Slow database performance,7.315935247938509,2025-04-05 07:18:57.366892578,0
INC109396,2025-02-04,1 - Critical,In Progress,Security,user205,cmdb_ci_network,Email down,9.247944693453295,2025-02-04 09:14:52.600896431,0
INC109397,2025-07-12,3 - Moderate,Closed,HR Tech,user553,cmdb_ci_app,Application error 500,14.437261001627778,2025-07-12 14:26:14.139605860,0
INC109398,2025-03-17,2 - High,Resolved,App Dev,user179,cmdb_ci_network,Slow database performance,11.290001167139488,2025-03-17 11:17:24.004201702,0
INC109399,2025-09-06,3 - Moderate,New,Network,user519,cmdb_ci_db_instance,VPN unstable,7.1988435837021845,2025-09-06 07:11:55.836901327,0
INC109400,2025-03-24,2 - High,In Progress,Security,user509,cmdb_ci_app,User cannot access ServiceNow,3.817581895925956,2025-03-24 03:49:03.294825333,0
INC109401,2025-01-25,1 - Critical,Resolved,Network,user180,cmdb_ci_network,Network latency issues,23.529693629757563,2025-01-25 23:31:46.897067127,1
INC109402,2025-02-26,3 - Moderate,In Progress,Security,user072,cmdb_ci_app,User cannot access ServiceNow,4.248940450447514,2025-02-26 04:14:56.185621611,0
INC109403,2025-02-01,3 - Moderate,New,App Dev,user259,cmdb_ci_app,VPN unstable,2.646221345668448,,0
INC109404,2025-01-12,3 - Moderate,In Progress,Security,user145,cmdb_ci_server,Laptop will not boot,4.602563992160038,2025-01-12 04:36:09.230371776,0
INC109405,2025-04-02,4 - Low,On Hold,App Dev,user495,cmdb_ci_network,VPN unstable,2.1952317692294145,2025-04-02 02:11:42.834369225,0
INC109406,2025-01-01,3 - Moderate,Closed,HR Tech,user073,cmdb_ci_db_instance,Slow database performance,9.17797373361478,2025-01-01 09:10:40.705441013,0
INC109407,2025-05-16,3 - Moderate,Closed,Security,user371,cmdb_ci_db_instance,VPN unstable,7.165986546464587,2025-05-16 07:09:57.551567272,0
INC109408,2025-07-15,3 - Moderate,On Hold,Network,user070,cmdb_ci_db_instance,VPN unstable,6.133232145989616,,0
INC109409,2025-05-13,4 - Low,On Hold,HR Tech,user136,cmdb_ci_server,User cannot access ServiceNow,6.678927086133475,2025-05-13 06:40:44.137510080,0
INC109410,2025-03-27,3 - Moderate,Resolved,Network,user176,cmdb_ci_db_instance,Application error 500,4.827186190444609,2025-03-27 04:49:37.870285600,0
INC109411,2025-10-22,3 - Moderate,In Progress,Network,user084,cmdb_ci_db_instance,User cannot access ServiceNow,1.2324947839514908,2025-10-22 01:13:56.981222225,0
INC109412,2025-10-06,4 - Low,In Progress,HR Tech,user282,cmdb_ci_db_instance,User cannot access ServiceNow,13.143832058167304,2025-10-06 13:08:37.795409402,0
INC109413,2025-06-29,4 - Low,New,HR Tech,user058,cmdb_ci_network,Email down,5.17660688555255,2025-06-29 05:10:35.784787989,0
INC109414,2025-01-04,3 - Moderate,New,App Dev,user374,cmdb_ci_app,Slow database performance,2.2820801061801426,,0
INC109415,2025-05-06,4 - Low,In Progress,Security,user442,cmdb_ci_app,Email down,1.5876078880840925,2025-05-06 01:35:15.388397102,0
INC109416,2025-06-24,1 - Critical,Resolved,App Dev,user006,cmdb_ci_db_instance,VPN unstable,16.29942146014805,2025-06-24 16:17:57.917256532,1
INC109417,2025-09-08,4 - Low,In Progress,IT Support,user514,cmdb_ci_network,Application error 500,5.608067944791623,,0
INC109418,2025-01-21,2 - High,In Progress,IT Support,user535,cmdb_ci_network,Email down,5.506131305602673,2025-01-21 05:30:22.072700169,0
INC109419,2025-04-15,3 - Moderate,Resolved,App Dev,user519,cmdb_ci_network,Network latency issues,9.904267432040932,2025-04-15 09:54:15.362755347,0
INC109420,2025-03-07,4 - Low,Resolved,App Dev,user446,cmdb_ci_server,Password reset requested,4.848744964813385,,0
INC109421,2025-09-20,2 - High,New,Security,user030,cmdb_ci_network,Slow database performance,2.1480742396559807,2025-09-20 02:08:53.067262761,0
INC109422,2025-02-18,2 - High,Closed,HR Tech,user592,cmdb_ci_app,VPN unstable,4.480132485478633,2025-02-18 04:28:48.476947723,0
INC109423,2025-01-16,3 - Moderate,Resolved,IT Support,user513,cmdb_ci_server,VPN unstable,8.489013007267973,2025-01-16 08:29:20.446826164,0
INC109424,2025-05-25,3 - Moderate,In Progress,HR Tech,user205,cmdb_ci_network,Password reset requested,4.453960066735456,2025-05-25 04:27:14.256240247,0
INC109425,2025-09-07,1 - Critical,Canceled,Network,user257,cmdb_ci_server,User cannot access ServiceNow,3.68599067262385,2025-09-07 03:41:09.566421445,0
INC109426,2025-03-16,3 - Moderate,New,Network,user406,cmdb_ci_server,VPN unstable,2.982857863479176,2025-03-16 02:58:58.288308525,0
INC109427,2025-10-17,3 - Moderate,Resolved,HR Tech,user574,cmdb_ci_db_instance,Network latency issues,9.320762353490458,2025-10-17 09:19:14.744472565,0
INC109428,2025-10-09,2 - High,In Progress,Network,user592,cmdb_ci_network,User cannot access ServiceNow,8.326618109119376,2025-10-09 08:19:35.825192829,0
INC109429,2025-03-07,3 - Moderate,In Progress,IT Support,user243,cmdb_ci_app,User cannot access ServiceNow,10.144813200496063,2025-03-07 10:08:41.327521785,0
INC109430,2025-05-05,2 - High,In Progress,IT Support,user556,cmdb_ci_network,Email down,6.159335037094023,2025-05-05 06:09:33.606133538,0
INC109431,2025-03-28,3 - Moderate,Resolved,Network,user009,cmdb_ci_db_instance,Network latency issues,5.1315979197536805,2025-03-28 05:07:53.752511113,0
INC109432,2025-02-10,3 - Moderate,In Progress,IT Support,user550,cmdb_ci_db_instance,VPN unstable,3.8386091463017658,2025-02-10 03:50:18.992926686,0
INC109433,2025-07-05,4 - Low,Canceled,Network,user022,cmdb_ci_network,Network latency issues,5.642393277115099,2025-07-05 05:38:32.615797614,0
INC109434,2025-09-23,3 - Moderate,Resolved,Security,user258,cmdb_ci_app,Laptop will not boot,1.6856262624207254,,0
INC109435,2025-09-28,1 - Critical,Closed,Security,user129,cmdb_ci_network,Network latency issues,8.76004685896999,,0
INC109436,2025-02-11,3 - Moderate,In Progress,HR Tech,user010,cmdb_ci_server,Email down,5.259566786907064,2025-02-11 05:15:34.440432865,0
INC109437,2025-04-03,4 - Low,In Progress,Network,user178,cmdb_ci_db_instance,Network latency issues,14.168203140270863,2025-04-03 14:10:05.531304975,0
INC109438,2025-07-04,3 - Moderate,In Progress,Security,user431,cmdb_ci_server,Email down,6.873916097521625,,0
INC109439,2025-08-03,3 - Moderate,Closed,Security,user102,cmdb_ci_network,Slow database performance,1.196882626903842,2025-08-03 01:11:48.777456853,0
INC109440,2025-01-17,4 - Low,In Progress,IT Support,user188,cmdb_ci_server,Slow database performance,8.000606573568069,,0
INC109441,2025-09-22,3 - Moderate,Closed,HR Tech,user535,cmdb_ci_server,Laptop will not boot,23.926747643363743,,0
INC109442,2025-04-24,4 - Low,New,HR Tech,user585,cmdb_ci_network,Slow database performance,9.299830535743908,2025-04-24 09:17:59.389928678,0
INC109443,2025-10-19,3 - Moderate,Closed,Security,user132,cmdb_ci_app,Laptop will not boot,11.912573134345957,2025-10-19 11:54:45.263283645,0
INC109444,2025-10-19,2 - High,On Hold,Security,user155,cmdb_ci_network,User cannot access ServiceNow,15.143778741188957,,1
INC109445,2025-02-17,2 - High,Resolved,HR Tech,user313,cmdb_ci_server,Slow database performance,3.570467342080966,2025-02-17 03:34:13.682431491,0
INC109446,2025-04-07,3 - Moderate,Canceled,IT Support,user324,cmdb_ci_app,Password reset requested,6.346318464418044,2025-04-07 06:20:46.746471904,0
INC109447,2025-04-05,3 - Moderate,Closed,App Dev,user322,cmdb_ci_app,Password reset requested,3.718550042298858,2025-04-05 03:43:06.780152275,0
